"total sulfur dioxide","total sulfur dioxide1","fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","density","max_density","pH","max_pH","sulphates","alcohol","quality"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"113","113","8.3","0.655","0.12","2.3","0.083","15","0.9966","1.00369","3.17","3.17","0.66","9.8","5"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"83","83","6.9","0.605","0.12","10.7","0.073","40","0.9993","1.00369","3.45","3.45","0.52","9.4","6"
"50","50","5.2","0.32","0.25","1.8","0.103","13","0.9957","1.00369","3.38","3.38","0.55","9.2","5"
"50","50","5.2","0.32","0.25","1.8","0.103","13","0.9957","1.00369","3.38","3.38","0.55","9.2","5"
"50","50","5.2","0.32","0.25","1.8","0.103","13","0.9957","1.00369","3.38","3.38","0.55","9.2","5"
"18","18","7.8","0.645","0","5.5","0.086","5","0.9986","1.00369","3.4","3.4","0.55","9.6","6"
"18","18","7.8","0.645","0","5.5","0.086","5","0.9986","1.00369","3.4","3.4","0.55","9.6","6"
"30","30","8.1","0.38","0.28","2.1","0.066","13","0.9968","1.00369","3.23","3.23","0.73","9.7","7"
"30","30","8.1","0.38","0.28","2.1","0.066","13","0.9968","1.00369","3.23","3.23","0.73","9.7","7"
"19","19","5.7","1.13","0.09","1.5","0.172","7","0.994","1.00369","3.5","3.5","0.48","9.8","4"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"87","87","7.3","0.45","0.36","5.9","0.074","12","0.9978","1.00369","3.33","3.33","0.83","10.5","5"
"46","46","8.8","0.61","0.3","2.8","0.088","17","0.9976","1.00369","3.26","3.26","0.51","9.3","4"
"46","46","8.8","0.61","0.3","2.8","0.088","17","0.9976","1.00369","3.26","3.26","0.51","9.3","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"65","65","4.6","0.52","0.15","2.1","0.054","8","0.9934","1.00369","3.9","3.9","0.56","13.1","4"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"114","114","7.7","0.935","0.43","2.2","0.114","22","0.997","1.00369","3.25","3.25","0.73","9.2","5"
"37","37","8.7","0.29","0.52","1.6","0.113","12","0.9969","1.00369","3.25","3.25","0.58","9.5","5"
"37","37","8.7","0.29","0.52","1.6","0.113","12","0.9969","1.00369","3.25","3.25","0.58","9.5","5"
"37","37","8.7","0.29","0.52","1.6","0.113","12","0.9969","1.00369","3.25","3.25","0.58","9.5","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"96","96","5.6","0.31","0.37","1.4","0.074","12","0.9954","1.00369","3.32","3.32","0.58","9.2","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
"119","119","8.6","0.38","0.36","3","0.081","30","0.997","1.00369","3.2","3.2","0.56","9.4","5"
